customer_id,first_name,last_name,age,email,phone_number,address,city,state,postal_code,country,account_balance,monthly_payment,contract_length,data_usage,voice_usage,text_usage,plan_type,device_type,device_brand,device_model,customer_since,last_payment_date,churned,customer_rating,customer_complaints,customer_satisfaction,customer_engagement,customer_lifetime_value,customer_segment,customer_referral,customer_loyalty
94,Bobbe,Coulman,72,bcoulman2l@house.gov,395-113-4636,43 Bonner Avenue,Néo Psychikó,,,Greece,Euro,Rupiah,9,67.24,138.8,339.87,prepaid,feature phone,Motorola,iPhone X,8/1/2013,1/12/2020,true,5,8,3,51.08,Yuan Renminbi,low-value,true,false
95,Maurizio,De Dei,63,mdedei2m@surveymonkey.com,473-948-3384,28379 Dryden Junction,Nyima,,,China,Yuan Renminbi,Lev,22,79.45,9.96,292.53,prepaid,smartphone,Motorola,iPhone X,8/24/2020,9/4/2020,false,3,10,6,53.9,Yuan Renminbi,low-value,false,false
96,Doralin,Beefon,36,dbeefon2n@mozilla.org,368-801-8670,4 Larry Avenue,La Concepción,,,Nicaragua,Cordoba,Sol,16,29.17,614.93,806.74,postpaid,tablet,Google,V40 ThinQ,6/16/2021,12/13/2021,false,1,6,4,50.84,Real,high-value,true,true
97,Field,Shakle,56,fshakle2o@tripod.com,693-720-3393,59 Gale Center,Vasyshcheve,,,Ukraine,Hryvnia,Rand,14,82.17,355.03,992.69,postpaid,tablet,Motorola,iPhone X,9/6/2014,3/12/2020,true,3,2,9,83.11,Zloty,low-value,false,true
98,Kimbell,Agneau,62,kagneau2p@ft.com,747-938-6689,801 Boyd Way,Quisqueya,,11109,Dominican Republic,Peso,Krona,4,81.84,511.97,424.77,family,tablet,LG,iPhone X,6/6/2010,3/3/2020,true,3,4,3,18.75,Euro,high-value,false,true
99,Elene,Blint,70,eblint2q@yellowbook.com,631-708-6379,02 Stoughton Avenue,Napoli,Campania,80129,Italy,Euro,Euro,1,8.35,215.55,317.12,postpaid,smartphone,Samsung,V40 ThinQ,2/19/2017,3/25/2020,false,4,4,5,32.33,Dollar,low-value,false,false
100,Cristobal,Romaines,45,cromaines2r@huffingtonpost.com,783-658-0008,8 Vermont Place,Charras,,5807,Argentina,Peso,Yuan Renminbi,19,4.59,114.08,296.05,prepaid,feature phone,Google,Galaxy S10,1/5/2012,10/7/2020,false,5,1,8,17.42,Peso,high-value,false,false
101,Page,Murrey,78,pmurrey2s@home.pl,336-839-2941,7 David Hill,Karasuyama,,300-0836,Japan,Yen,Yuan Renminbi,14,9.67,730.43,544.57,prepaid,smartphone,Google,Galaxy S10,10/28/2011,5/12/2021,false,4,0,8,32.34,Ringgit,medium-value,false,true
102,Miranda,Badrock,23,mbadrock2t@spiegel.de,834-486-1435,3856 2nd Drive,Praia das Maçãs,Lisboa,2705-126,Portugal,Euro,Yuan Renminbi,23,0.96,485.95,434.63,prepaid,tablet,LG,Galaxy S10,12/20/2020,8/16/2020,true,5,3,1,72.62,Rupiah,high-value,false,false
103,Westbrook,Higgen,39,whiggen2u@washingtonpost.com,499-967-8740,25046 Kings Avenue,Krzeszów,,58-405,Poland,Zloty,Hryvnia,2,99.14,939.97,439.17,prepaid,feature phone,Apple,Galaxy S10,12/4/2017,1/7/2020,false,4,0,3,45.5,Yuan Renminbi,high-value,true,false
104,Neill,Polkinghorne,83,npolkinghorne2v@usatoday.com,668-122-7587,9 Stone Corner Trail,Heydərabad,,,Azerbaijan,Manat,Yuan Renminbi,2,45.5,535.39,51.08,postpaid,feature phone,Samsung,Galaxy S10,8/31/2015,8/31/2020,false,1,6,4,24.59,Yuan Renminbi,medium-value,true,true
105,Madelle,Cracknall,84,mcracknall2w@paginegialle.it,212-190-6397,51 Fair Oaks Lane,Sindangkopo,,,Indonesia,Rupiah,Yen,8,67.53,304.37,447.99,prepaid,smartphone,Apple,Pixel 4,6/5/2011,10/8/2021,false,3,7,6,19.49,Rupiah,high-value,true,false
106,Humbert,Scrowston,74,hscrowston2x@nifty.com,296-118-1167,781 Buhler Road,Angered,Västra Götaland,424 31,Sweden,Krona,Rupiah,20,60.54,305.6,939.98,postpaid,tablet,Apple,Galaxy S10,3/6/2018,2/20/2021,false,2,10,4,4.44,Kuna,high-value,true,false
107,Ralph,Ewins,49,rewins2y@sciencedirect.com,480-927-3644,42 Bultman Crossing,Alvarães,,69475-000,Brazil,Real,Euro,5,41.35,750.04,766.43,family,smartphone,Apple,iPhone X,12/20/2018,3/13/2021,true,1,7,1,66.26,Ruble,medium-value,false,true
108,Florella,Gierardi,39,fgierardi2z@engadget.com,251-476-2521,13 Hermina Avenue,Norrköping,Östergötland,602 34,Sweden,Krona,Rupiah,12,22.23,727.49,878.61,postpaid,smartphone,Samsung,iPhone X,5/8/2020,11/4/2020,false,3,10,2,21.38,Pound,medium-value,false,false
109,Sauncho,Cottis,53,scottis30@e-recht24.de,426-909-9824,2584 Cody Terrace,Semeljci,,31402,Croatia,Kuna,Ruble,8,96.66,329.62,785.5,prepaid,tablet,Google,iPhone X,7/1/2011,3/8/2021,false,2,9,5,46.32,Dollar,high-value,true,true
110,Gunther,Bremley,47,gbremley31@networksolutions.com,559-278-6190,40 Rusk Center,Nasīrābād,,77020,Pakistan,Rupee,Manat,15,97.0,184.8,17.19,postpaid,smartphone,Samsung,Pixel 4,4/5/2017,7/21/2020,false,2,0,4,4.77,Shekel,medium-value,false,false
111,Mathilda,Beare,56,mbeare32@themeforest.net,187-912-1812,38 Eastwood Place,Alangilanan,,2420,Philippines,Peso,Euro,18,3.1,792.13,133.31,family,feature phone,Google,iPhone X,2/21/2020,7/23/2020,false,1,1,9,76.74,Pound,low-value,true,false
112,Isac,Cabral,83,icabral33@wp.com,749-465-8697,5 Toban Drive,Donghai,,,China,Yuan Renminbi,Riels,22,30.6,983.27,276.88,prepaid,feature phone,Samsung,Pixel 4,11/23/2019,9/7/2021,true,1,6,8,10.75,Yuan Renminbi,low-value,true,false
113,Christy,Kidney,21,ckidney34@so-net.ne.jp,717-319-5550,9310 Laurel Drive,Ljukovo,,,Serbia,Dinar,Dollar,22,68.61,692.77,24.66,postpaid,smartphone,Motorola,V40 ThinQ,2/21/2016,5/8/2021,true,5,4,4,38.45,Dram,high-value,false,true
114,Crin,Roswarne,35,croswarne35@nasa.gov,577-981-1590,8 Esch Place,Were Īlu,,,Ethiopia,Birr,Yuan Renminbi,19,43.96,757.32,629.11,prepaid,smartphone,Motorola,Pixel 4,7/22/2010,6/17/2021,false,3,6,3,87.58,Franc,medium-value,true,true
115,Felicity,Dmitriev,82,fdmitriev36@devhub.com,499-128-6334,74 Vernon Avenue,Dongdu,,,China,Yuan Renminbi,Franc,10,79.01,637.08,176.1,prepaid,feature phone,Samsung,Pixel 4,8/18/2021,12/22/2020,false,1,4,4,32.08,Yuan Renminbi,medium-value,false,true
116,Elisabetta,Seleway,44,eseleway37@godaddy.com,386-388-6131,950 Cascade Circle,Watthana Nakhon,,34230,Thailand,Baht,Franc,12,63.3,338.61,491.1,family,tablet,Samsung,Galaxy S10,6/2/2020,10/16/2021,true,1,7,2,25.15,Bolivar,medium-value,true,true
117,Karlee,Ashley,45,kashley38@ted.com,443-619-3916,78607 Brown Way,Carregado,Lisboa,2580-466,Portugal,Euro,Koruna,13,32.16,679.16,617.9,postpaid,tablet,Apple,iPhone X,10/19/2011,2/29/2020,true,2,10,2,74.55,Yuan Renminbi,low-value,false,false
118,Skell,Kairns,42,skairns39@cocolog-nifty.com,899-428-6840,7 Harper Point,Kampong Cham,,,Cambodia,Riels,Kwacha,9,37.52,545.6,447.96,postpaid,feature phone,Samsung,V40 ThinQ,7/8/2016,5/16/2021,false,2,8,8,87.11,Yuan Renminbi,low-value,false,false
119,Rosaleen,O'Hanley,37,rohanley3a@ucsd.edu,875-129-2560,6286 American Parkway,Anáfi,,,Greece,Euro,Balboa,10,25.25,296.36,721.08,family,tablet,Samsung,Galaxy S10,8/16/2010,6/28/2020,true,3,5,9,97.64,Euro,medium-value,false,true
120,Aigneis,Housbey,80,ahousbey3b@t-online.de,739-414-2897,322 Starling Place,Hamburg,Hamburg,21037,Germany,Euro,Yuan Renminbi,19,54.74,757.78,862.75,prepaid,feature phone,Apple,iPhone X,1/4/2010,5/14/2021,false,2,4,10,38.11,Dollar,low-value,true,true
121,Torre,Acland,38,tacland3c@dailymail.co.uk,203-491-3401,4 Twin Pines Pass,Stamford,Connecticut,06912,United States,Dollar,Lev,23,61.83,453.43,861.13,family,smartphone,Google,iPhone X,4/2/2010,5/21/2021,false,1,6,1,7.06,Real,low-value,false,false
122,Emmalyn,Tibald,50,etibald3d@vk.com,623-153-5074,8173 Eastlawn Parkway,Lila,,6304,Philippines,Peso,Krona,24,5.44,703.35,754.21,postpaid,smartphone,Motorola,Galaxy S10,11/7/2018,9/5/2020,true,4,7,6,79.32,Yuan Renminbi,low-value,false,false
123,Gustie,Ketteman,18,gketteman3e@ft.com,486-996-0246,57730 Homewood Hill,Jinshanzui,,,China,Yuan Renminbi,Yuan Renminbi,9,38.9,355.8,67.35,prepaid,feature phone,Samsung,V40 ThinQ,7/2/2014,3/27/2021,true,4,3,9,5.96,Peso,medium-value,false,true
124,Frasquito,Basilio,51,fbasilio3f@is.gd,814-918-7927,82 Mockingbird Way,Taphan Hin,,66110,Thailand,Baht,Euro,10,76.61,801.82,898.79,prepaid,feature phone,Samsung,V40 ThinQ,3/18/2016,8/15/2021,false,4,0,3,32.1,Rupiah,medium-value,false,true
125,Vivien,Mandrier,30,vmandrier3g@simplemachines.org,500-271-5653,4 Thompson Drive,Santa Teresita,,4206,Philippines,Peso,Krona,16,65.36,374.18,478.16,family,feature phone,LG,Pixel 4,7/30/2016,6/7/2021,true,4,9,2,10.07,Yuan Renminbi,high-value,true,true
126,Hank,Baynam,42,hbaynam3h@auda.org.au,962-961-6420,04 Harbort Terrace,Llazicë,,,Kosovo,Euro,Yuan Renminbi,22,67.19,695.78,219.97,prepaid,tablet,Apple,iPhone X,10/24/2015,12/27/2021,true,3,10,5,14.32,Rupiah,medium-value,false,false
127,Kendricks,Shobbrook,75,kshobbrook3i@paypal.com,101-875-6427,50 Browning Hill,Atyrau,,,Kazakhstan,Tenge,Rupiah,9,44.98,177.03,224.66,prepaid,smartphone,Motorola,iPhone X,1/27/2019,4/8/2020,true,5,6,2,49.95,Peso,medium-value,true,true
128,Maurie,Olifaunt,55,molifaunt3j@admin.ch,362-378-3692,60 Maple Park,Langsepan,,,Indonesia,Rupiah,Guarani,7,24.03,105.0,93.45,prepaid,tablet,Google,Pixel 4,6/12/2012,7/16/2020,false,4,8,1,76.58,Tenge,medium-value,false,true
129,Gustav,Haymes,41,ghaymes3k@plala.or.jp,563-633-1435,14 American Circle,Mirów,,53-402,Poland,Zloty,Yuan Renminbi,22,3.79,203.48,586.0,postpaid,feature phone,Apple,iPhone X,7/5/2010,1/3/2021,false,3,6,4,68.94,Euro,high-value,true,false
130,Gal,Gobel,31,ggobel3l@skyrock.com,956-259-5049,3005 Arizona Parkway,Quatro Barras,,83420-000,Brazil,Real,Rial,15,99.85,360.39,587.13,postpaid,tablet,Motorola,V40 ThinQ,10/23/2018,6/19/2020,false,5,5,2,51.45,Rupiah,low-value,false,false
131,Cinda,Durrett,60,cdurrett3m@hao123.com,702-630-5243,69240 Hazelcrest Plaza,Salamanca,,6313,Philippines,Peso,Pound,23,71.06,765.94,889.87,family,smartphone,Google,Pixel 4,2/4/2010,4/2/2020,true,3,9,2,45.16,Yen,medium-value,false,false
132,Leighton,Franzman,64,lfranzman3n@yahoo.co.jp,102-377-6217,569 Heffernan Avenue,Widorokandang,,,Indonesia,Rupiah,Peso,12,47.08,371.55,245.01,family,smartphone,Samsung,iPhone X,8/15/2021,3/3/2021,true,1,7,8,50.3,Cedi,low-value,false,true
133,Linell,Guilder,69,lguilder3o@wufoo.com,487-616-0511,16 Warrior Alley,Pasiraman,,,Indonesia,Rupiah,Euro,22,26.74,452.73,986.96,postpaid,feature phone,Google,Pixel 4,3/25/2019,12/6/2021,true,2,1,7,52.23,Franc,high-value,false,true
134,Darcy,Gooderidge,72,dgooderidge3p@123-reg.co.uk,295-173-3690,270 Manufacturers Lane,Matsutō,,929-0203,Japan,Yen,Kwacha,8,7.08,932.02,215.61,prepaid,tablet,Samsung,iPhone X,2/3/2021,2/20/2021,true,1,0,4,1.6,Yuan Renminbi,high-value,true,false
135,Brandice,Kew,31,bkew3q@businessinsider.com,768-613-0371,0968 Pankratz Parkway,Emin,,,China,Yuan Renminbi,Rupiah,18,38.12,924.15,211.63,family,tablet,Motorola,V40 ThinQ,5/8/2012,6/20/2021,true,5,0,9,49.93,Rupiah,low-value,true,false
136,Clare,Taig,79,ctaig3r@ebay.co.uk,665-899-6970,8030 Blue Bill Park Hill,Fès,,,Morocco,Dirham,Baht,2,95.53,262.08,708.06,prepaid,tablet,Samsung,Galaxy S10,11/22/2010,6/30/2021,true,3,5,6,58.5,Krona,low-value,false,false
137,Karlene,Hounson,81,khounson3s@oracle.com,607-888-1050,24 Charing Cross Way,Quận Mười,,,Vietnam,Dong,Yuan Renminbi,12,10.89,189.71,908.85,family,tablet,Motorola,V40 ThinQ,7/5/2012,4/13/2020,true,1,0,5,52.2,Pound,low-value,true,true
138,Nollie,Perrat,62,nperrat3t@meetup.com,827-952-3310,7 Towne Circle,Yerofey Pavlovich,,676000,Russia,Ruble,Yuan Renminbi,13,49.28,458.52,508.91,postpaid,smartphone,Motorola,iPhone X,12/4/2012,4/19/2021,true,4,1,8,48.82,Yuan Renminbi,low-value,true,false
139,Ashli,Linder,48,alinder3u@unicef.org,437-598-2361,403 Gina Avenue,Yongding,,,China,Yuan Renminbi,Rupiah,19,99.66,341.97,412.74,postpaid,feature phone,Apple,Galaxy S10,8/16/2015,3/18/2020,true,1,8,2,47.58,Lev,medium-value,true,true
140,Saleem,Mullen,40,smullen3v@ask.com,373-500-4058,713 Westport Crossing,Longjumeau,Île-de-France,91821 CEDEX,France,Euro,Dirham,18,63.7,318.64,916.79,family,smartphone,Motorola,iPhone X,10/7/2018,8/28/2021,false,1,4,5,87.5,Dollar,medium-value,true,false
141,Pattin,Ashmore,61,pashmore3w@marketwatch.com,586-856-8177,4 Sunbrook Court,Pamoyanan,,,Indonesia,Rupiah,Rupiah,15,99.66,870.86,520.63,family,smartphone,Google,V40 ThinQ,3/2/2021,6/7/2020,true,3,8,1,61.49,Dinar,low-value,true,false
142,Rod,Rosenblum,37,rrosenblum3x@360.cn,340-843-1575,45 Knutson Pass,Tierra y Libertad,Coahuila De Zaragoza,27040,Mexico,Peso,Euro,13,25.01,813.37,735.88,postpaid,tablet,Google,V40 ThinQ,10/29/2010,12/25/2020,true,4,5,5,75.22,Dollar,high-value,false,true
143,Toinette,Byatt,37,tbyatt3y@webmd.com,437-850-8643,505 Southridge Place,Domaradz,,36-230,Poland,Zloty,Peso,15,13.26,187.15,361.81,family,feature phone,Google,iPhone X,7/9/2011,12/5/2020,true,1,0,2,37.66,Zloty,medium-value,false,false
144,Emerson,Veare,80,eveare3z@gizmodo.com,100-909-8574,6 Ramsey Park,Haizigou,,,China,Yuan Renminbi,Franc,23,90.21,571.55,591.55,prepaid,feature phone,Samsung,Pixel 4,6/29/2015,7/15/2021,true,2,4,8,81.62,Euro,medium-value,false,true
145,Kelcey,Kilgannon,29,kkilgannon40@epa.gov,607-373-2392,1 Trailsway Pass,Hostos,,11403,Dominican Republic,Peso,Lek,9,50.28,408.52,326.25,postpaid,tablet,Samsung,Pixel 4,12/30/2015,1/19/2020,true,4,7,8,26.06,Euro,low-value,false,false
146,Mersey,Ennew,26,mennew41@cpanel.net,643-750-1310,9595 Vahlen Plaza,Thạnh Hóa,,,Vietnam,Dong,Yuan Renminbi,4,34.33,517.74,443.57,family,feature phone,Apple,Galaxy S10,4/30/2010,5/3/2021,true,1,3,9,81.56,Real,medium-value,true,true
147,Barnaby,Reubel,48,breubel42@free.fr,770-633-1072,5 Pawling Avenue,Pedro Leopoldo,,33600-000,Brazil,Real,Euro,12,65.44,29.19,93.84,family,feature phone,Motorola,V40 ThinQ,5/6/2011,1/6/2020,true,1,5,9,11.76,Zloty,high-value,false,true
148,Morley,Kleen,40,mkleen43@unblog.fr,656-936-3072,93 Darwin Center,Pacar,,,Indonesia,Rupiah,Baht,8,74.79,742.64,74.61,family,tablet,Google,iPhone X,11/14/2017,9/12/2020,false,1,2,8,19.92,Yuan Renminbi,high-value,false,true
149,Carlin,Allan,39,callan44@apache.org,110-804-9704,8 Stuart Center,Jinshan,,,China,Yuan Renminbi,Ruble,7,2.77,378.47,350.79,postpaid,feature phone,LG,iPhone X,4/11/2013,9/17/2020,false,3,0,2,10.63,Rupiah,high-value,false,true
150,Zuzana,Anfusso,81,zanfusso45@reverbnation.com,895-622-3941,25136 Ludington Drive,Webuye,,,Kenya,Shilling,Pound,11,22.47,760.86,544.83,postpaid,tablet,Samsung,iPhone X,9/14/2020,11/20/2020,true,1,6,6,87.1,Peso,high-value,false,true
151,Helge,Hickisson,45,hhickisson46@nps.gov,736-869-7186,37 Sunfield Hill,Riyue,,,China,Yuan Renminbi,Yuan Renminbi,20,8.04,943.8,303.73,postpaid,tablet,Motorola,Pixel 4,4/11/2017,7/11/2020,true,1,9,1,41.82,Ruble,medium-value,true,false
152,Brigitte,Dunsmuir,29,bdunsmuir47@cornell.edu,605-121-1112,61 Union Point,San Carlos de Bariloche,,8400,Argentina,Peso,Yuan Renminbi,9,65.98,778.07,702.25,postpaid,tablet,Google,Pixel 4,6/4/2012,2/18/2021,false,1,5,7,79.82,Krona,high-value,false,false
153,Danit,Joncic,67,djoncic48@about.me,999-664-3879,5880 Westridge Street,Bobowo,,83-212,Poland,Zloty,Euro,17,47.5,541.24,744.63,prepaid,tablet,Apple,iPhone X,12/23/2016,7/20/2020,false,1,9,3,7.25,Peso,low-value,false,false
154,Noemi,Welbrock,65,nwelbrock49@vistaprint.com,183-177-4795,59937 Bunting Terrace,Polje,,,Bosnia and Herzegovina,Marka,Peso,1,84.58,255.97,445.39,postpaid,feature phone,Samsung,Galaxy S10,10/23/2017,1/9/2020,false,1,0,6,93.71,Hryvnia,medium-value,true,true
155,Edy,Knappett,43,eknappett4a@purevolume.com,917-847-1849,787 Lillian Avenue,Tantou,,,China,Yuan Renminbi,Rupiah,9,0.42,133.26,148.13,family,tablet,LG,iPhone X,9/22/2013,9/26/2020,false,2,6,3,35.46,Euro,medium-value,true,false
156,Nikolos,Tancock,57,ntancock4b@google.com.au,849-676-9115,514 Del Sol Park,Engenho,Porto,4620-207,Portugal,Euro,Zloty,6,58.52,804.57,707.23,postpaid,smartphone,Apple,Pixel 4,5/11/2017,2/10/2021,false,3,10,5,47.97,Rupiah,high-value,false,false
157,Selinda,Werner,52,swerner4c@go.com,990-494-7018,6650 Atwood Point,Tsaghkaber,,,Armenia,Dram,Peso,18,36.63,439.3,50.94,prepaid,feature phone,Motorola,Pixel 4,6/11/2019,11/16/2021,false,4,7,6,12.09,Peso,high-value,false,true
158,Libbey,Aspenlon,47,laspenlon4d@xing.com,954-463-4474,7867 Lotheville Parkway,La Sierpe,,,Cuba,Peso,Real,16,27.45,564.45,778.76,family,smartphone,Apple,Galaxy S10,6/18/2011,1/6/2021,false,5,9,10,98.96,Yuan Renminbi,high-value,false,false
159,Valentina,Savege,33,vsavege4e@amazon.co.uk,183-639-3989,3341 Banding Center,Petawawa,Ontario,K8H,Canada,Dollar,Yuan Renminbi,6,77.46,275.58,968.14,prepaid,smartphone,Samsung,iPhone X,5/7/2010,12/11/2020,true,4,10,6,63.5,Won,high-value,true,false
160,Blake,Horbath,34,bhorbath4f@illinois.edu,304-168-4434,066 Grover Street,Yueyang,,,China,Yuan Renminbi,Peso,16,36.72,401.57,596.33,postpaid,tablet,Google,iPhone X,6/10/2014,5/7/2020,false,4,7,8,24.7,Yuan Renminbi,low-value,true,false
161,Lita,Tolossi,36,ltolossi4g@wufoo.com,997-153-8454,50705 Fairview Lane,Sukawening,,,Indonesia,Rupiah,Euro,15,14.19,293.09,568.22,prepaid,feature phone,LG,Galaxy S10,9/15/2012,8/13/2020,false,2,6,3,37.25,Euro,low-value,false,false
162,Lynn,Toffolini,84,ltoffolini4h@pen.io,166-510-3023,061 Sunfield Street,Noginsk-9,,141146,Russia,Ruble,Dinar,23,61.99,341.45,635.04,prepaid,feature phone,LG,Galaxy S10,2/28/2014,5/29/2021,true,1,0,10,12.27,Euro,medium-value,false,true
163,Sheelagh,Tome,31,stome4i@earthlink.net,957-855-0343,612 Derek Plaza,Melaka,Melaka,75586,Malaysia,Ringgit,Krona,4,50.7,513.4,15.56,family,tablet,LG,V40 ThinQ,10/21/2011,1/27/2020,true,4,10,1,16.99,Yen,medium-value,false,false
164,Charlotte,Auston,74,causton4j@google.com.br,992-155-6794,05 Cambridge Parkway,Dinjo,,,Indonesia,Rupiah,Yuan Renminbi,15,64.83,672.51,604.38,prepaid,feature phone,Motorola,Galaxy S10,1/1/2013,10/28/2021,false,4,7,1,17.67,Peso,high-value,true,true
165,Abdel,Lawless,67,alawless4k@quantcast.com,615-847-1397,8651 3rd Circle,Changbu,,,China,Yuan Renminbi,Rupiah,10,49.65,522.7,686.01,family,smartphone,Google,Galaxy S10,9/16/2018,5/16/2021,true,2,1,6,5.28,Dram,low-value,false,true
166,Dorolisa,Lodwig,83,dlodwig4l@phoca.cz,803-623-9629,59 Basil Center,Columbia,South Carolina,29220,United States,Dollar,Peso,22,84.62,100.96,129.7,family,smartphone,Google,V40 ThinQ,1/27/2020,6/28/2020,true,1,9,5,68.85,Yuan Renminbi,medium-value,false,true
167,Zeke,Brome,82,zbrome4m@prnewswire.com,108-251-8698,04 Dapin Court,Kalnibolotskaya,,663019,Russia,Ruble,Pound,4,96.47,422.42,149.19,prepaid,smartphone,Apple,Galaxy S10,10/31/2019,8/27/2021,true,5,8,9,13.61,Lek,medium-value,true,true
168,Sayre,Ovitz,80,sovitz4n@joomla.org,199-423-9123,4794 Vermont Court,Tanabe,,610-0331,Japan,Yen,Peso,16,92.08,109.38,165.64,family,tablet,LG,Galaxy S10,6/16/2017,4/13/2020,false,5,1,3,25.1,Rupiah,medium-value,true,true
169,Rickard,Bassingden,70,rbassingden4o@icio.us,703-910-1515,11 Redwing Road,Kermānshāh,,,Iran,Rial,Franc,16,25.34,116.02,776.13,postpaid,smartphone,Samsung,Pixel 4,1/4/2020,3/10/2020,false,1,8,5,17.66,Euro,high-value,false,false
170,Adrea,Slarke,38,aslarke4p@timesonline.co.uk,952-595-9345,647 Merry Junction,Ilići,,,Bosnia and Herzegovina,Marka,Yuan Renminbi,23,62.04,21.08,739.57,prepaid,feature phone,LG,Pixel 4,8/31/2020,12/21/2020,false,2,10,6,32.78,Yuan Renminbi,high-value,false,true
171,Gillian,Fereday,58,gfereday4q@scientificamerican.com,941-711-9918,0255 Old Shore Road,Mendefera,,,Eritrea,Nakfa,Zloty,13,49.78,180.17,340.75,postpaid,smartphone,Apple,V40 ThinQ,4/16/2019,7/27/2021,false,2,9,9,40.99,Euro,high-value,false,false
172,Joan,Ritch,81,jritch4r@nih.gov,894-581-1553,37793 Acker Way,Abay,,,Kazakhstan,Tenge,Peso,6,0.02,135.94,542.68,prepaid,feature phone,Apple,iPhone X,1/15/2017,3/24/2021,true,2,10,10,88.16,Yuan Renminbi,medium-value,false,false
173,Ginelle,Demcik,18,gdemcik4s@wufoo.com,767-231-5352,191 Bay Plaza,Tanarara,,,Indonesia,Rupiah,Yuan Renminbi,16,69.2,840.22,274.78,postpaid,smartphone,LG,iPhone X,1/20/2020,12/14/2020,false,5,1,3,95.59,Dollar,high-value,false,false
174,Trixy,Pavlasek,63,tpavlasek4t@usda.gov,788-541-2014,94 Artisan Place,Dromiskin,,W23,Ireland,Euro,Euro,15,27.71,180.47,671.45,postpaid,feature phone,Motorola,iPhone X,10/18/2010,9/10/2021,false,4,2,9,47.74,Peso,high-value,false,false
175,Tilly,Tomaskov,31,ttomaskov4u@pinterest.com,368-315-9318,75516 Service Hill,Shangqing,,,China,Yuan Renminbi,Pula,2,51.55,269.88,726.91,prepaid,feature phone,Samsung,Pixel 4,8/11/2019,5/5/2020,false,1,8,7,16.94,Peso,high-value,true,false
176,Sharia,De Luna,52,sdeluna4v@gmpg.org,521-420-4283,67 Westend Hill,Jingang,,,China,Yuan Renminbi,Peso,12,36.7,854.06,327.42,prepaid,smartphone,Samsung,Galaxy S10,11/16/2011,3/2/2020,false,3,8,2,77.39,Yuan Renminbi,medium-value,false,true
177,Jaymee,Dorset,62,jdorset4w@behance.net,170-225-6863,40 Farmco Parkway,Orikhiv,,,Ukraine,Hryvnia,Koruna,19,35.23,134.52,635.12,postpaid,feature phone,Samsung,V40 ThinQ,1/19/2020,3/21/2021,false,4,6,6,41.05,Yen,low-value,false,true
178,Dana,Newall,65,dnewall4x@yellowbook.com,907-896-6240,7534 Tennyson Terrace,Mỹ Thọ,,,Vietnam,Dong,Baht,6,77.45,809.59,702.24,family,tablet,Apple,V40 ThinQ,6/16/2019,1/30/2020,false,4,1,1,47.42,Won,low-value,false,false
179,Law,Camus,19,lcamus4y@wordpress.org,288-212-7661,7 American Point,Dzerzhinsk,,664511,Russia,Ruble,Yuan Renminbi,2,38.96,660.31,931.37,postpaid,feature phone,LG,iPhone X,6/23/2012,5/4/2020,false,4,9,1,30.16,Peso,high-value,true,false
180,Hoyt,Blonfield,63,hblonfield4z@uiuc.edu,254-728-5859,671 Bartillon Road,Ādilpur,,65111,Pakistan,Rupee,Rupiah,17,58.3,480.92,144.44,prepaid,feature phone,Google,Pixel 4,10/5/2020,6/6/2021,false,5,5,8,98.36,Lek,high-value,false,false
181,Merv,Fulop,24,mfulop50@odnoklassniki.ru,899-917-6617,3759 Chive Circle,Urasqui,,,Peru,Sol,Rupiah,10,63.46,436.13,748.72,prepaid,smartphone,Apple,V40 ThinQ,11/26/2017,3/20/2021,false,5,1,7,94.33,Pound,low-value,true,true
182,Isidora,Manifold,63,imanifold51@google.com.br,205-118-7355,09781 Westport Crossing,Malaryta,,,Belarus,Ruble,Krona,12,25.39,960.02,142.69,prepaid,feature phone,Samsung,Galaxy S10,1/29/2010,7/5/2021,true,1,0,1,40.39,Yuan Renminbi,low-value,true,true
183,Madlen,Adamovich,23,madamovich52@feedburner.com,922-176-4561,808 Loftsgordon Terrace,Tëplaya Gora,,618870,Russia,Ruble,Peso,11,10.23,33.45,982.12,family,tablet,LG,Galaxy S10,11/19/2010,10/4/2021,true,4,7,3,53.5,Euro,low-value,true,false
184,Lela,Dedden,56,ldedden53@unblog.fr,535-520-0140,9 Southridge Way,Ekerö,Stockholm,178 54,Sweden,Krona,Yuan Renminbi,15,74.79,463.07,729.62,postpaid,smartphone,Apple,Pixel 4,11/6/2016,5/9/2020,true,2,9,6,71.12,Krona,medium-value,false,false
185,Gladi,Adlington,38,gadlington54@noaa.gov,757-532-0294,029 Hooker Road,Norfolk,Virginia,23514,United States,Dollar,Peso,5,92.58,736.81,162.53,family,tablet,Samsung,iPhone X,7/30/2015,11/17/2021,false,1,4,6,48.02,Rupiah,low-value,false,true
186,Raymund,Braycotton,71,rbraycotton55@xing.com,580-123-9650,8770 Evergreen Lane,Grodków,,49-200,Poland,Zloty,Yuan Renminbi,20,37.12,853.07,403.91,postpaid,smartphone,Apple,Galaxy S10,12/31/2013,4/1/2021,true,5,0,7,91.7,Dollar,high-value,false,false
187,Megan,Barme,59,mbarme56@theguardian.com,723-755-5685,4849 Lake View Terrace,Nankou,,,China,Yuan Renminbi,Pound,7,54.25,690.07,208.86,postpaid,tablet,Apple,iPhone X,3/18/2015,2/20/2020,false,1,7,6,7.5,Yuan Renminbi,low-value,false,true
